date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:06:24	12992/12992	---M--	200	added ('OK')	text/css	etag:%2232c0-5e75e976f95ec%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from http://localhost/ngemlak/)
14:06:24	2948/2948	---M--	200	added ('OK')	image/jpeg	etag:%22b84-5e75f00be848b%22	http://localhost/ngemlak/wp-content/uploads/2022/08/ng-120x88.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2022/08/ng-120x88.jpg	(from http://localhost/ngemlak/)
14:06:29	149613/149613	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2011:06:24%20GMT	http://localhost/ngemlak/about/	C:/My%20Web%20Sites/ng/localhost/ngemlak/about/index.html	(from http://localhost/ngemlak/)
14:06:29	11775/11775	---M--	200	added ('OK')	text/css	etag:%222dff-5e75e976f99d4%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from http://localhost/ngemlak/)
14:06:29	40065/40065	---MC-	200	added ('OK')	application/json	date:Mon,%2029%20Aug%202022%2011:06:20%20GMT	http://localhost/ngemlak/wp-json/wp/v2/pages/1215	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-json/wp/v2/pages/1215.json	(from http://localhost/ngemlak/)
14:06:32	30343/30343	---M--	200	added ('OK')	image/jpeg	etag:%227687-5e75ea0e41f93%22	http://localhost/ngemlak/wp-content/uploads/2020/08/hero-img-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/hero-img-1.jpg	(from http://localhost/ngemlak/)
14:06:33	3245/3245	---M--	200	added ('OK')	image/svg+xml	etag:%22cad-5e75ea189aae4%22	http://localhost/ngemlak/wp-content/uploads/2021/03/logo-5.svg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2021/03/logo-5.svg	(from http://localhost/ngemlak/)
14:06:37	144663/144663	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2011:06:29%20GMT	http://localhost/ngemlak/portfolio/	C:/My%20Web%20Sites/ng/localhost/ngemlak/portfolio/index.html	(from http://localhost/ngemlak/)
14:06:37	6798/6798	---M--	200	added ('OK')	image/svg+xml	etag:%221a8e-5e75ea182328a%22	http://localhost/ngemlak/wp-content/uploads/2021/03/logo-3.svg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2021/03/logo-3.svg	(from http://localhost/ngemlak/)
14:06:38	6172/6172	---M--	200	added ('OK')	image/svg+xml	etag:%22181c-5e75ea185b968%22	http://localhost/ngemlak/wp-content/uploads/2021/03/logo-4.svg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2021/03/logo-4.svg	(from http://localhost/ngemlak/)
14:06:39	8475/8475	---M--	200	added ('OK')	image/svg+xml	etag:%22211b-5e75ea17c12fe%22	http://localhost/ngemlak/wp-content/uploads/2021/03/logo-2.svg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2021/03/logo-2.svg	(from http://localhost/ngemlak/)
14:06:40	10988/10988	---M--	200	added ('OK')	image/svg+xml	etag:%222aec-5e75ea1799daa%22	http://localhost/ngemlak/wp-content/uploads/2021/03/logo-1.svg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2021/03/logo-1.svg	(from http://localhost/ngemlak/)
14:06:41	1158/1158	---M--	200	added ('OK')	image/svg+xml	etag:%22486-5e75ea0c1402b%22	http://localhost/ngemlak/wp-content/uploads/2020/06/interior-design-solutions-logo-roboto.svg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/06/interior-design-solutions-logo-roboto.svg	(from http://localhost/ngemlak/)
14:06:41	142998/142998	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2011:06:33%20GMT	http://localhost/ngemlak/contact/	C:/My%20Web%20Sites/ng/localhost/ngemlak/contact/index.html	(from http://localhost/ngemlak/)
14:06:41	1025/1025	---M--	200	added ('OK')	text/css	etag:%22401-5e75e9fa623b7%22	http://localhost/ngemlak/wp-content/themes/astra/assets/css/minified/galleries.min.css?ver=3.9.1	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/themes/astra/assets/css/minified/galleries.mina560.css	(from http://localhost/ngemlak/)
14:06:42	4957/4957	---M--	200	added ('OK')	application/javascript	etag:%22135d-5e75e977239b5%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.7.2	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/js/webpack.runtime.minf3df.js	(from http://localhost/ngemlak/)
14:06:43	16772/16772	---M--	200	added ('OK')	application/javascript	etag:%224184-5e75e9fa7ae3e%22	http://localhost/ngemlak/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.9.1	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/themes/astra/assets/js/minified/frontend.mina560.js	(from http://localhost/ngemlak/)
14:06:46	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5e75e84d5e41f%22	http://localhost/ngemlak/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://localhost/ngemlak/)
14:06:47	89888/89888	---M--	200	added ('OK')	image/jpeg	etag:%2215f20-5e75ea0dc6a53%22	http://localhost/ngemlak/wp-content/uploads/2020/08/about-owners-1.jpg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/2020/08/about-owners-1.jpg	(from http://localhost/ngemlak/)
14:06:49	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-5e75e97751813%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/ngemlak/)
14:06:50	179592/179592	---MC-	200	added ('OK')	application/json	date:Mon,%2029%20Aug%202022%2011:06:20%20GMT	http://localhost/ngemlak/wp-json/	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-json/index.html	(from http://localhost/ngemlak/)
14:06:51	32929/32929	---M--	200	added ('OK')	application/javascript	etag:%2280a1-5e75e9771c09c%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.7.2	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/js/frontend-modules.minf3df.js	(from http://localhost/ngemlak/)
14:06:53	20715/20715	---M--	200	added ('OK')	application/javascript	etag:%2250eb-5e75e84ddff6f%22	http://localhost/ngemlak/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-includes/js/jquery/ui/core.min0028.js	(from http://localhost/ngemlak/)
14:06:53	1340/1340	---M--	200	added ('OK')	application/javascript	etag:%2253c-5e75e84706a8d%22	http://localhost/ngemlak/wp-includes/js/wp-util.min.js?ver=6.0.1	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-includes/js/wp-util.min37ad.js	(from http://localhost/ngemlak/)
14:06:53	754/754	---M--	200	added ('OK')	application/javascript	etag:%222f2-5e75ea04ce4bd%22	http://localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.7.6	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min41a5.js	(from http://localhost/ngemlak/)
14:06:54	18911/18911	---M--	200	added ('OK')	application/javascript	etag:%2249df-5e75e846e43c9%22	http://localhost/ngemlak/wp-includes/js/underscore.min.js?ver=1.13.3	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-includes/js/underscore.minb37e.js	(from http://localhost/ngemlak/)
14:06:56	89521/89521	---M--	200	added ('OK')	application/javascript	etag:%2215db1-5e75e84d89bdd%22	http://localhost/ngemlak/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-includes/js/jquery/jquery.minaf6c.js	(from http://localhost/ngemlak/)
14:06:57	40513/40513	---M--	200	added ('OK')	application/javascript	etag:%229e41-5e75e9771c86c%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.7.2	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/js/frontend.minf3df.js	(from http://localhost/ngemlak/)
14:07:09	93372/93372	---M--	200	added ('OK')	font/woff2	etag:%2216cbc-5e75e977300eb%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.16.0	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.woff2	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
14:07:09	318907/318907	---M--	200	added ('OK')	image/svg+xml	etag:%224ddbb-5e75e9772f14b%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.16.0	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.svg	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
14:07:15	114280/114280	---M--	200	added ('OK')	font/woff	etag:%221be68-5e75e9772fd04%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.16.0	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.woff	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
14:07:28	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2212bdc-5e75e97740a8b%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:07:28	211640/211640	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233ab8-5e75e9772ed64%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.16.0	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.eot	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
14:07:32	211480/211480	---M--	200	added ('OK')	font/ttf	etag:%2233a18-5e75e9772f91c%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.16.0	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.ttf	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
14:07:32	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-5e75e9773f31b%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:07:32	747545/747545	---M--	200	added ('OK')	image/svg+xml	etag:%22b6819-5e75e9773faec%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:07:39	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-5e75e97740a8b%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:07:43	90060/90060	---M--	200	added ('OK')	font/woff	etag:%2215fcc-5e75e977406a4%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:07:45	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-5e75e97740a8b%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:07:45	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2233dc-5e75e97741a2b%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:07:48	16276/16276	---M--	200	added ('OK')	font/woff	etag:%223f94-5e75e97741644%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:07:48	144714/144714	---M--	200	added ('OK')	image/svg+xml	etag:%222354a-5e75e9774125d%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:07:49	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-5e75e9773f31b%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:07:51	33736/33736	---M--	200	added ('OK')	font/ttf	etag:%2283c8-5e75e9774125d%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:07:53	134040/134040	---M--	200	added ('OK')	font/ttf	etag:%2220b98-5e75e977402bc%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:08:02	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-5e75e9774396b%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:08:10	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2218d14-5e75e9774319b%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:08:10	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-5e75e977425e4%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:08:23	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5e75e97741e13%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:08:24	36079/36079	---M--	200	added ('OK')	text/css	etag:%228cef-5e75f07589883%22	http://localhost/ngemlak/wp-content/uploads/elementor/css/post-1217.css?ver=1661770214	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/uploads/elementor/css/post-1217c32b.css	(from http://localhost/ngemlak/about/)
14:08:24	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-5e75e97734353%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from http://localhost/ngemlak/about/)
14:08:26	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-5e75e97741e13%22	http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://localhost/ngemlak/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.7.2)
14:08:27	2326/2326	---M--	200	added ('OK')	application/json	date:Mon,%2029%20Aug%202022%2011:08:26%20GMT	http://localhost/ngemlak/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fngemlak%2Fabout%2F	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-json/oembed/1.0/embed7000.json	(from http://localhost/ngemlak/about/)
14:08:28	2395/2395	---M--	200	added ('OK')	text/xml	date:Mon,%2029%20Aug%202022%2011:08:27%20GMT	http://localhost/ngemlak/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fngemlak%2Fabout%2F&format=xml	C:/My%20Web%20Sites/ng/localhost/ngemlak/wp-json/oembed/1.0/embed46ea	(from http://localhost/ngemlak/about/)
